x_var,detock_cpu_usage_percent,detock_mem_usage_percent,detock_net_usage_percent,detock_disk_usage_percent,detock_aborts,janus_cpu_usage_percent,janus_mem_usage_percent,janus_net_usage_percent,janus_disk_usage_percent,janus_aborts,cockroachdb_cpu_usage_percent,cockroachdb_mem_usage_percent,cockroachdb_net_usage_percent,cockroachdb_disk_usage_percent,cockroachdb_aborts,calvin_cpu_usage_percent,calvin_mem_usage_percent,calvin_net_usage_percent,calvin_disk_usage_percent,calvin_aborts,slog_cpu_usage_percent,slog_mem_usage_percent,slog_net_usage_percent,slog_disk_usage_percent,slog_aborts
0.0,,,,,,70.52554036458335,33.98088541666666,2.1916753048988626,2.3370572916666665,0.0,4.861762695312501,3.554687500000001,0.07269926811723164,2.123072916666667,0.0,63.60543957832533,34.082866586538465,1.63477830798429,2.353084935897436,0.0,,,,,
0.01,79.39662537836512,34.89724841044372,3.0675386879617488,1.9601770833333332,0.0,70.83200282952727,34.519607371794876,2.1877730912975943,2.3152624198717944,0.0,4.565664062500001,3.12609375,0.07258869810875704,2.0602864583333336,0.0,69.21320149739583,34.80109375,1.613074107443306,2.3341406250000003,0.0,82.10125162760417,34.52557291666666,2.975825570810109,2.0603645833333335,0.0
0.02,78.9975207832532,35.713760016025645,2.61082362503347,1.9574038461538459,0.0,70.19979266826923,34.73500000000001,2.0912283854870717,2.2936538461538465,0.0,4.140997721354167,3.0822656250000002,0.06103640534392658,2.1617708333333328,0.0,67.47419270833335,35.10588541666666,1.6097393536625684,2.3174218749999995,0.0,82.78441406250002,35.475703124999995,2.6718544144131355,2.051510416666666,0.0
0.05,79.35330078124998,36.01354166666667,1.7988349021967214,1.9544531250000001,0.0,70.22521033653844,34.946754807692315,2.077454883012673,2.2744230769230764,0.0,5.071383463541666,3.094322916666667,0.09426698353177963,2.1014062500000006,0.0,67.83240234375,35.41184895833333,1.5890308203818304,2.301067708333333,0.0,83.12935384114581,35.842187499999994,1.8089349645519126,2.0442447916666664,0.0
0.075,78.20708746494391,36.253772035256404,1.4920788899624315,1.9502764423076928,0.0,70.26468599759616,35.166322115384624,2.0324490424429564,2.255312499999999,0.0,4.5398144531249995,3.1000260416666663,0.0707758709710452,2.0550781250000005,0.0,68.28722167968749,35.73486979166666,1.5952011494569673,2.282942708333333,0.0,83.10865234375,36.10020833333332,1.503860245212432,2.0351302083333334,0.0
0.1,78.46012858072916,36.4234375,1.3320428728559324,1.9473177083333335,0.0,69.71095941005609,35.407435897435896,1.8898468813306442,2.234038461538461,0.0,4.813624674479166,3.113802083333334,0.07084750920338982,2.005729166666666,0.0,66.31767740885417,36.03158854166666,1.6594914133695353,2.2660156249999996,0.0,82.59013509114584,36.288958333333326,1.3441167605536726,2.028098958333333,0.0
0.15,77.70262369791666,36.57197916666667,1.153280905010246,1.9421093750000002,0.0,70.30819799178686,35.64235576923077,1.9875036653840563,2.212427884615385,0.0,5.020595703125001,3.1447656249999993,0.07829199034816384,1.9623177083333336,0.0,68.681328125,36.32638020833334,1.6080615260560105,2.2502864583333326,0.0,82.20699218750002,36.45307291666668,1.1540952210027322,2.02203125,0.0
0.2,76.23180225861378,36.70226362179488,1.0561614556659837,1.9386818910256414,0.0,70.04715895432692,35.824278846153845,1.9909270649308752,2.1912019230769233,0.0,5.203619791666664,3.1615885416666667,0.08316713975000002,1.9195312500000004,0.0,68.224794921875,36.62171875,1.6371877085293713,2.2345833333333336,0.0,81.65365559895831,36.59263020833334,1.0657457808285518,2.012578125,0.0
0.25,75.82583909254808,36.81413862179487,0.9968398153674864,1.9347616185897434,0.0,70.68703901241987,36.004222756410265,1.9727340535931897,2.170745192307692,0.0,,,,,,67.34513997395834,36.91072916666667,1.662746981965847,2.220677083333334,0.0,81.05586588541668,36.713802083333334,0.9918564452520494,2.0028385416666663,0.0
0.3,75.35601474859777,36.91372596153846,0.9521262864726776,1.929457131410256,0.0,70.58606507912663,36.18418068910256,1.99316067765937,2.1502483974358975,0.0,4.765996093750001,3.2022135416666653,0.07303872581567795,1.8738020833333335,0.0,63.22211100260417,34.04354166666666,1.5710995953025955,1.91296875,0.0,80.64947916666665,36.82317708333335,0.9630868306407103,1.9929166666666667,0.0
0.4,74.6731719501202,34.71304487179487,0.8916708608654372,2.1326422275641024,0.0,71.72303059895832,37.272968750000004,1.8679579951600105,1.974661458333333,0.0,,,,,,66.51828776041667,37.589453125,1.6731936985355198,2.1904427083333333,0.0,79.66478841145833,36.93007812499999,0.8859109034842892,1.9845052083333334,0.0
0.5,74.63106445312498,33.88625,0.8011954289426227,2.2778645833333333,0.0,71.05833784054487,36.53582331730769,1.9047472128596226,2.1078846153846156,0.0,5.086463216145832,3.2145312500000003,0.07301074447951979,1.8385156249999999,0.0,65.7080029296875,37.87473958333333,1.7105629354877054,2.1770572916666664,0.0,76.47326985677081,33.86315104166666,0.7472506528920765,1.8450260416666664,0.0
0.6,73.47791666666669,34.11234374999999,0.7853911998046449,2.258645833333333,0.0,71.31251464843749,36.68635416666666,1.910486893611111,2.0892708333333334,0.0,5.012485351562501,3.247682291666666,0.07245345437923728,1.8026562499999994,0.0,68.67471516927084,38.15039062499999,1.6573138713066942,2.1636718750000004,0.0,76.38016113281249,34.12013020833333,0.7332542160553277,1.8383593749999998,0.0
0.7,72.69758300781248,34.26401041666668,0.7564176633080602,2.2412760416666666,0.0,71.37649326422274,36.823453525641035,1.8372901735596479,2.0711478365384615,0.0,,,,,,66.38687825520833,38.409583333333345,1.6773145343251366,2.1517968749999996,0.0,75.86613769531249,34.27841145833334,0.7072561065403004,1.8313541666666662,0.0
0.8,71.6798681640625,34.389453125,0.7106696990259562,2.223854166666666,0.0,71.6187651492388,36.9561999198718,1.885668984924355,2.0510937499999997,0.0,5.167280273437502,3.27265625,0.07180394612429376,1.7663281249999996,0.0,65.28584309895834,34.83518229166667,1.6406049620273224,1.9060416666666664,0.0,74.88440592447917,34.410000000000004,0.6700026585040985,1.8241406249999996,0.0
0.9,70.88163574218751,34.49669270833335,0.6899346976523225,2.206927083333333,0.0,71.38831492888623,37.07448517628205,1.897864430264137,2.034375,0.0,,,,,,66.31232096354168,35.31919270833334,1.5634185314993172,1.8994010416666665,0.0,73.96030148237179,34.52171674679487,0.646033784761612,1.8168569711538463,0.0
1.0,69.95072102864583,34.590078125,0.6649920137554646,2.1892447916666664,0.0,71.35788123497598,37.19092748397435,1.7863759944370041,2.0165625,0.0,5.312511393229167,3.297447916666666,0.07098731013629944,1.7341406249999998,0.0,67.35322753906249,35.70289062500001,1.598632951356425,1.8941145833333328,0.0,72.69507361778847,34.61718749999999,0.6192791897964481,1.8090544871794871,0.0
