x_var,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p95,janus_write_p99,cockroachdb_lsh_p50,cockroachdb_lsh_p95,cockroachdb_lsh_p99,cockroachdb_fsh_p50,cockroachdb_fsh_p95,cockroachdb_fsh_p99,cockroachdb_mh_p50,cockroachdb_mh_p95,cockroachdb_mh_p99,cockroachdb_read_p50,cockroachdb_read_p95,cockroachdb_read_p99,cockroachdb_write_p50,cockroachdb_write_p95,cockroachdb_write_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p95,slog_write_p99
0.0,28.998626,857.7822303999994,3039.4751647600033,364.991016,4675.698556300001,7497.371669580001,446.238778,4869.67683775,7780.755263650008,,,,,,,542.497632,1231.4073746999995,1721.9379274199998,,,,,,,,,,,,,178.715452,587.6121118999997,1107.9479673300007,,,,327.967743,926.6355517999999,1799.9740155999966,,,,,,,429.5334815,5071.731679449997,21005.664191569995,,,,,,,,,,,,,30.597814,548.6199885999964,2498.3502143599962,407.4000355,3616.524838300005,6128.762469749996,449.086842,3994.648010799991,6500.137528760007,,,,,,
0.1,26.376169,548.4856172999988,1834.3136874199993,299.731986,4951.288344,9116.794748199995,341.8222495,5170.379279150002,9278.979202629978,,,,,,,631.042769,1164.2857966999998,1429.6598181999996,,,,,,,,,,,,,188.151638,858.8636757500001,1976.8046622499864,,,,335.119264,1161.781645,2562.3794065199863,,,,,,,414.181536,5797.596873500001,22833.770701000325,,,,,,,,,,,,,25.300687,281.9525681999993,4496.938833280001,334.9688525,4795.212848649999,6643.7256720999985,351.496297,4811.623471000001,6715.019959640004,,,,,,
0.2,26.0263335,533.9628888499954,1660.2062570900011,404.1626815,5276.409367899998,10456.282531250004,446.586859,5597.226845699998,10603.788427019983,,,,,,,654.451753,1085.7818128,1275.7940752999996,,,,,,,,,,,,,168.53663899999998,772.0326368000001,1346.5864156999994,,,,397.127368,1298.8411395999985,2237.7460199899974,,,,,,,527.782155,8213.639028999998,24916.12996244,,,,,,,,,,,,,31.272019,354.1617825999995,1963.9652188799985,520.705634,3648.1241144499995,6652.113301589997,556.794951,3812.5366722000026,6666.7370031600085,,,,,,
0.5,16.657586,101.47407020000006,1656.9853350400097,403.930494,8050.722407249999,22136.603832050143,423.6397055,8201.312963400007,22250.795757099975,,,,,,,586.120213,1173.3833497999995,1473.9485746799962,,,,,,,,,,,,,196.969849,882.8873241999995,1544.8230048199982,,,,524.35923,1778.1563849999995,3681.8252282199937,,,,,,,1103.2890665,11850.40912975,25346.238926540005,,,,,,,,,,,,,20.816044,140.96961290000039,6453.490460800094,396.138826,12167.050353,37796.676073200026,405.66686,12356.494723,37530.27885599977,,,,,,
1.0,12.599161500000001,152.64893424999997,11164.895501109993,364.214106,20225.72030039999,37160.12204239998,372.5441445,20210.0331925,41660.66626688993,,,,,,,540.5882235,1785.3876885,2768.988137290003,,,,,,,,,,,,,215.182853,902.6304201999983,1509.3265051999979,,,,480.48398699999996,1378.15660765,1957.0320685399993,,,,,,,887.897924,25097.263012399926,55394.31735226003,,,,,,,,,,,,,13.2102615,86.8372999999999,4082.89643496001,650.081161,13151.784113599993,32558.473985920005,677.1450394999999,13317.4289975,33864.410211250004,,,,,,
1.5,11.4320495,176.1683894999997,8362.604542129991,888.685936,18464.860557899974,45104.67276639998,910.162259,18699.549279799983,48840.619939480064,,,,,,,623.811519,2593.643451,3772.4935160000014,,,,,,,,,,,,,233.734379,953.7019025,1576.8373822000058,,,,569.81721,1573.138798,2242.738662,,,,,,,1718.858081,43126.289915,101062.3571252,,,,,,,,,,,,,11.642368,126.0691505,5765.296594599971,942.606477,17771.66688495,29806.298364330054,954.844307,17598.428583699966,29378.800260809996,,,,,,
2.0,10.77851,202.576436,8020.215859999993,1196.168758,20680.600572099996,35991.695722899974,1247.260612,20643.926222399998,37588.55849323997,,,,,,,738.829101,2652.1513367499997,4637.759642770001,,,,,,,,,,,,,243.2806195,930.6849299,1308.7532391500024,,,,538.9088105000001,1313.4356558499994,1770.2871275300001,,,,,,,2144.636555,26273.825563,64010.420290600014,,,,,,,,,,,,,11.5104355,162.38309624999994,8002.340848960019,1145.409025,23339.26531245,42994.775828319944,1176.150577,23182.850723999985,44991.06218872,,,,,,
2.5,10.704206,206.44347239999988,7258.958451120013,1677.642988,27105.070740999963,39405.31171667999,1703.912011,27259.048442799998,39599.04156188,,,,,,,873.3437635,2942.1941605,4367.036982950002,,,,,,,,,,,,,262.730344,1025.0628405999994,1540.3850935499972,,,,557.0670210000001,1427.53784105,1997.0368923099998,,,,,,,3270.331904,27675.90910320007,86967.62149044017,,,,,,,,,,,,,11.424187,202.0888926999999,5355.687594680087,1844.2557649999999,25068.64665994999,40946.341141070036,1869.162924,24874.79218759999,41123.39013376,,,,,,
3.0,10.997642500000001,212.0649292999998,7549.767858909986,2139.656692,26206.335422999982,44677.27536343999,2115.9975560000003,25625.97639799995,44354.21376914,,,,,,,956.1635705,3270.3651121499997,4877.608885470004,,,,,,,,,,,,,288.920662,1124.442951,1717.3143378,,,,611.5692365,1720.6794732499995,2689.0496472599975,,,,,,,2473.6197895,45681.21384414983,86451.55308530001,,,,,,,,,,,,,11.165595,210.4561685,3748.8411334999964,3750.661848,24775.8,28653.727257799994,3744.5100805,24565.257212949982,28539.61957841,,,,,,
4.0,12.239851999999999,320.8703835499974,6674.242099749985,2672.513872,25966.396731099998,40754.02997458,2710.511239,25841.1274265,40355.4076378,,,,,,,1124.9138655000002,4190.076595449999,6937.789299410011,,,,,,,,,,,,,317.334783,1114.2043583999998,1578.35521232,,,,647.253884,1578.2860735999998,2239.30280876,,,,,,,3009.640813,46490.35649639966,130431.54309549999,,,,,,,,,,,,,14.281812,253.07332,4506.8108870000015,2670.8379210000003,30350.77012925,44689.503109649995,2694.697113,29905.960342799997,44586.5053928,,,,,,
5.0,15.656297,451.96920089999946,6041.944672040064,3351.0763225,30729.01415499998,47701.59202860999,3412.633385,30960.23622919998,47076.889726400004,,,,,,,1395.3431110000001,4627.379350799998,6842.481139810012,,,,,,,,,,,,,340.286663,1211.8791751999997,1722.4006150199996,,,,671.112588,1770.13800345,2387.5571955500004,,,,,,,4361.324655,36294.1729939,85900.82954145987,,,,,,,,,,,,,18.077244,387.8739876999999,5294.098386019897,2967.129922,29093.05468099992,44934.538371840026,3088.454733,28924.918984949985,44323.488256269986,,,,,,
10.0,190.331862,1208.7562227999997,5868.059803819858,7148.812325,39591.38851729999,52438.41634109998,7269.6793355,39730.00618564999,52618.23135422,,,,,,,2224.6073715,7228.853829849997,10580.188638600008,,,,,,,,,,,,,486.496587,1665.7250882,2365.789498990003,,,,881.222344,2067.5045436,2808.8334844799983,,,,,,,5122.191324,47870.42037320003,89444.15734288009,,,,,,,,,,,,,150.0796005,975.7091016499994,4136.455174500004,7414.069605,34494.56802749999,48676.14001958,7597.486856,34458.948282199985,48746.48166199984,,,,,,
